id,parti,Elected,How.long.have.you.had.a.position.in.your.current.party,Did.you.run.a.personal.campagn,In.which.country.were.you.born,Reinstate_InheritanceTax,Increase_TaxDeductionsPersonalHelp,ReimburseonlyInterestonMortgage_Possible,Remove_StateSupportConstructionRentHousing,Sweden_MulticulturalSociety,Sweden_LessRefugees,Ban_PublicCallstoPrayer,LowerSalary_Immigrants,GenderQuotas_Companies,ParentalLeaveEquallyDividedbyLaw,FinanceCulturePrivateActors,Dismantle_PublicJobAgency,SmallCompanies_FreedomtoFire,Lower_TaxonLabor,PoliceShouldFocusonExpulsionofIllegals,RemoveParoleforConvictedCriminals,Ban_Mendicity,Remove_TaxonFlights,Ban_MotorEnginesSalesby2025,Ban_UniqueUsePlast,Build_NuclearPowerPlants,Introduce_GoodBehaviorNoteatSchool,Ban_ReligiousSchools,StatesTakesoverSchool.fromMunicipalities.,Limit_PrivateSchoolsProfits,LowerCostLabor_DesertAreas,EaseConstruction_CoastalAreas,IncreaseRedistributionFromRichtoPoorMunicipalities,Sweden_joinNATO,Sweden_LeaveEU,StatesTakesoverHealthcarefromRegions,AdvancedMedecineonlyBigHospitals,IntroduceThirdSex,Which.of.these.areas.should.we.prioritize.in.the.budget...Max.3
185454,Kristdemokraterna,,10-20 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
74069,Miljöpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,Against,Against,Against,No_Answer,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,No_Answer,In_Favor,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Utbildning och forskning
175343,Miljöpartiet,,1-3 year(s),Ja,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
7791,Moderaterna,,10-20 year(s),,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Sänkta skatter
158191,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,No_Answer,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,No_Answer,Against,Against,No_Answer,In_Favor,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Pensioner och stöd till äldre
65845,Sverigedemokraterna,,1-3 year(s),Nej,Sverige,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Försvar och säkerhet|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
49210,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Utbildning och forskning|Sjuka och personer med funktionsnedsättning|Sänkta skatter
244126,Socialdemokraterna,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
240266,Socialdemokraterna,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,No_Answer,Against,Against,Against,Against,Against,No_Answer,No_Answer,Against,Against,Against,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,No_Answer,Infrastruktur och kommunikationer|Utbildning och forskning
77406,Miljöpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer
159110,Centerpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Polis och rättsväsende|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
26957,Liberalerna,,10-20 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Migration och integration|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
9170,Kristdemokraterna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,No_Answer,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sänkta skatter
45917,Moderaterna,,Less than a year,Ja,Irland,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Arbetsmarknadsåtgärder|Polis och rättsväsende|Utbildning och forskning
252083,Vänsterpartiet,,10-20 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,No_Answer,No_Answer,No_Answer,No_Answer,Against,In_Favor,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
159089,Centerpartiet,,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Barnbidrag och föräldraförsäkring|Infrastruktur och kommunikationer|Försvar och säkerhet
33526,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
58114,Moderaterna,,10-20 year(s),Nej,Serbien,No_Answer,In_Favor,No_Answer,No_Answer,No_Answer,No_Answer,In_Favor,In_Favor,Against,Against,Against,No_Answer,No_Answer,In_Favor,No_Answer,No_Answer,In_Favor,In_Favor,Against,Against,No_Answer,In_Favor,No_Answer,In_Favor,Against,No_Answer,No_Answer,No_Answer,No_Answer,Against,No_Answer,In_Favor,Against,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Sänkta skatter
126757,Sverigedemokraterna,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
247984,Miljöpartiet,,1-3 year(s),Nej,Belgien,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
380254,Vänsterpartiet,,1-3 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Barnbidrag och föräldraförsäkring|Infrastruktur och kommunikationer
199940,Kristdemokraterna,,10-20 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
112284,Miljöpartiet,,4-9 year(s),Nej,Sverige,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
323342,Centerpartiet,,1-3 year(s),Ja,Svergie,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
243428,Moderaterna,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
36661,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
166577,Kristdemokraterna,x,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
156321,Liberalerna,,Less than a year,Nej,Sverige,Against,In_Favor,Against,No_Answer,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,No_Answer,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Pensioner och stöd till äldre|Polis och rättsväsende|Utbildning och forskning
237150,Liberalerna,,1-3 year(s),Ja,Sverige,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,No_Answer,In_Favor,Against,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
192108,Socialdemokraterna,x,10-20 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
56700,Moderaterna,x,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Sänkta skatter
185427,Kristdemokraterna,,1-3 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Polis och rättsväsende
67061,Sverigedemokraterna,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,No_Answer,Against,Against,Polis och rättsväsende|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
26947,Liberalerna,,4-9 year(s),Ja,Sverige,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Polis och rättsväsende
118963,Miljöpartiet,,Over 20 years,Nej,Sverige,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
71473,Vänsterpartiet,,1-3 year(s),Nej,Sverige,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Migration och integration|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
12779,Moderaterna,x,Over 20 years,Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Polis och rättsväsende|Utbildning och forskning|Sänkta skatter
33533,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Försvar och säkerhet
382639,Miljöpartiet,,1-3 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
38024,Socialdemokraterna,,Over 20 years,Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
68627,Sverigedemokraterna,,4-9 year(s),,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Försvar och säkerhet|Polis och rättsväsende|Utbildning och forskning
200508,Socialdemokraterna,,10-20 year(s),Nej,Zimbabwe,No_Answer,Against,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,Against,No_Answer,Against,Against,In_Favor,No_Answer,No_Answer,In_Favor,Against,Against,No_Answer,No_Answer,In_Favor,Arbetsmarknadsåtgärder|Försvar och säkerhet|Utbildning och forskning
35620,Centerpartiet,,None,Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
248799,Kristdemokraterna,,,,,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,Försvar och säkerhet|Pensioner och stöd till äldre|Polis och rättsväsende
9858,Socialdemokraterna,x,10-20 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
335221,Vänsterpartiet,,1-3 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Migration och integration|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
238748,Socialdemokraterna,x,Over 20 years,Nej,Sverige,Against,Against,Against,Against,In_Favor,No_Answer,No_Answer,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
227058,Liberalerna,,Over 20 years,Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,No_Answer,No_Answer,No_Answer,In_Favor,No_Answer,In_Favor,No_Answer,In_Favor,Against,In_Favor,No_Answer,Against,Against,No_Answer,No_Answer,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Polis och rättsväsende
2952,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sänkta skatter
60873,Liberalerna,,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
47353,Centerpartiet,,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,No_Answer,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
5788,Socialdemokraterna,,10-20 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Sjuka och personer med funktionsnedsättning
51241,Centerpartiet,,1-3 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
163689,Vänsterpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning
26925,Liberalerna,,1-3 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Polis och rättsväsende|Utbildning och forskning
243435,Moderaterna,,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Försvar och säkerhet|Pensioner och stöd till äldre|Sänkta skatter
112685,Liberalerna,,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Migration och integration|Utbildning och forskning|Sänkta skatter
76946,Centerpartiet,,1-3 year(s),Nej,Sverige,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,No_Answer,Against,No_Answer,Against,In_Favor,In_Favor,Against,In_Favor,Against,No_Answer,No_Answer,In_Favor,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
8522,Centerpartiet,,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
291532,Centerpartiet,,Over 20 years,Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning|Sänkta skatter
